assignmentName,className,type,time
Maria Diaz,STATS867,Test,2024-01-18 10:00:00
Misty Hooper,ANTHY397,Quiz,2024-03-15 06:00:00
Tiffany Moore,ANTHY397,Quiz,2024-05-05 00:00:00
Cynthia Houston,AGBUS707,Test,2024-02-16 04:00:00
Victoria Turner,AGBUS707,Test,2024-04-20 08:00:00
Marcus Morgan,AGBUS707,Quiz,2024-01-05 22:00:00
Janet Thompson,MGSYS966,Test,2024-05-27 19:00:00
William Navarro,NURSE690,Assignment,2024-05-15 09:00:00
Kenneth Livingston,NURSE690,Quiz,2024-05-25 18:00:00
Gina Moore,NURSE690,Quiz,2024-05-11 20:00:00
Tina Beard,CHINE903,Quiz,2024-05-19 14:00:00
Daniel Hopkins,CHINE903,Test,2024-03-10 00:00:00
Scott Baldwin,SPNSH680,Quiz,2024-03-03 22:00:00
Zachary Wallace,SPNSH680,Quiz,2024-04-19 19:00:00
Pamela Higgins,LABST179,Assignment,2024-04-04 22:00:00
Julie Gould,EXMBA537,Assignment,2024-03-05 15:00:00
Sean Hurst,EXMBA537,Test,2024-05-26 06:00:00
Jennifer Fisher,EXMBA537,Assignment,2024-04-27 07:00:00
Danielle Brooks,HMDEV707,Test,2024-05-18 06:00:00
Crystal Huff,HMDEV707,Assignment,2024-03-21 11:00:00
Mrs. Sonya Lane,LEGAL179,Test,2024-03-01 12:00:00
Maria Mcdaniel,LEGAL179,Assignment,2024-01-26 03:00:00
Mark Forbes,LEGAL179,Assignment,2024-03-13 06:00:00
Michael Knox,EDART179,Test,2024-02-16 03:00:00
Laurie Silva DVM,MTHED282,Assignment,2024-02-27 23:00:00
Mary Avery,MTHED282,Quiz,2024-01-05 16:00:00
Tyler Hart,MTHED282,Assignment,2024-05-14 22:00:00
David Hodge,LLTED682,Quiz,2024-04-03 08:00:00
Ronnie Martin MD,LLTED682,Test,2024-05-17 11:00:00
Johnathan Kaiser,PSYCH179,Assignment,2024-03-10 12:00:00
Stephanie Chapman,PSYCH179,Test,2024-02-15 02:00:00
Joseph Jefferson,DSIGN198,Assignment,2024-02-15 08:00:00
Sarah Hall,DSIGN198,Quiz,2024-04-14 23:00:00
Kathleen Chambers,ENGMP752,Quiz,2024-01-19 09:00:00
Rachel Griffin,ENGMP752,Quiz,2024-05-08 16:00:00
Luke Kelly,ENGMP752,Test,2024-03-21 10:00:00
Mary Collins,ENGEN537,Quiz,2024-04-26 21:00:00
Bethany Berry,BIOMD614,Assignment,2024-01-17 06:00:00
Peter Allen,BIOMD614,Quiz,2024-01-22 13:00:00
Valerie Russell,BIOMD614,Quiz,2024-04-14 10:00:00
Samuel Owen,TEACH867,Assignment,2024-01-24 01:00:00
Sarah Jones,TEACH867,Assignment,2024-03-24 04:00:00
Deborah Bowman,TEACH867,Quiz,2024-02-15 20:00:00
Lauren Hernandez,THEDR378,Quiz,2024-02-28 11:00:00
Angela Allen,THEDR378,Test,2024-04-09 19:00:00
Amy Soto,CLIMT254,Assignment,2024-05-23 12:00:00
Alex Diaz,CLIMT254,Test,2024-02-08 15:00:00
Sarah Mosley,ANTHY254,Assignment,2024-01-07 19:00:00
Richard Barrera,ANTHY254,Quiz,2024-02-08 00:00:00
Michelle Peterson,ANTHY254,Assignment,2024-02-05 17:00:00
Kim Gibbs,ENVSC680,Assignment,2024-03-12 21:00:00
Heather Green,WGSTS752,Test,2024-01-20 04:00:00
Frederick Little,WGSTS752,Test,2024-05-01 04:00:00
Carolyn Boyd,WGSTS752,Assignment,2024-01-04 23:00:00
Elizabeth Benton,AIMLX208,Quiz,2024-01-04 17:00:00
Morgan Allison,AIMLX208,Quiz,2024-01-31 09:00:00
Edwin Goodwin,CMYHE189,Assignment,2024-01-18 06:00:00
Patrick Hall,CMYHE189,Test,2024-04-01 16:00:00
Christopher Patel,APHYS378,Quiz,2024-05-01 19:00:00
Brian Harding,WRITE966,Assignment,2024-05-27 02:00:00
Tracey Johnson,MEDIA812,Test,2024-01-31 05:00:00
Janice Nguyen,MEDIA812,Assignment,2024-02-16 04:00:00
Tina Ross,COMMS208,Assignment,2024-02-20 11:00:00
Patricia Smith,COMMS208,Test,2024-05-01 10:00:00
Marissa Rios,COMMS208,Quiz,2024-05-28 13:00:00
Kathleen Hart,MNMGT189,Assignment,2024-03-31 11:00:00
Danielle Moody,MUSIC198,Quiz,2024-04-08 18:00:00
Michael Roberson,PHYSC243,Assignment,2024-04-28 15:00:00
Kimberly Marshall MD,PHYSC243,Assignment,2024-01-07 01:00:00
Jordan Boyd,PHYSC243,Test,2024-04-02 07:00:00
Micheal Turner,ENGEE262,Test,2024-04-27 17:00:00
Colin Powers,ENGEE262,Quiz,2024-03-29 07:00:00
Scott Jones,FPSYC903,Assignment,2024-03-14 08:00:00
Jose Bell,INDIP208,Quiz,2024-05-20 17:00:00
Michael Bryant,INDIP208,Assignment,2024-04-20 06:00:00
Andrea Lee,INDIP208,Quiz,2024-04-20 07:00:00
Samantha Lambert,HUMRI611,Test,2024-02-28 19:00:00
James Patterson,CHINE254,Quiz,2024-05-28 16:00:00
Adam Mullins,ENGCV680,Test,2024-02-27 12:00:00
Katelyn Floyd,ENGCV680,Test,2024-01-27 01:00:00
Samantha Mcclure,ENGCV680,Test,2024-02-14 19:00:00
Joseph Barron,ARTSW614,Test,2024-04-26 22:00:00
Kristine Smith,ARTSW614,Quiz,2024-03-02 00:00:00
Joseph Cabrera,ADLNG669,Assignment,2024-03-16 00:00:00
Joseph Johnson,ADLNG669,Quiz,2024-01-30 18:00:00
Candice Evans,ENGCB752,Test,2024-02-24 17:00:00
Beth Craig,SOCWK189,Assignment,2024-03-23 06:00:00
Jeremy Kline PhD,MEDIA282,Quiz,2024-03-19 06:00:00
Margaret Frederick,MRKTG614,Quiz,2024-04-23 10:00:00
Melanie Jones,MEDIA611,Quiz,2024-02-21 20:00:00
John Colon,MEDIA611,Assignment,2024-01-31 08:00:00
Debra Cook,MEDIA611,Quiz,2024-02-01 09:00:00
Taylor Brown,MATHS707,Test,2024-03-25 19:00:00
John Davidson,SCIEN189,Test,2024-04-26 09:00:00
Jennifer Bonilla,SCIEN189,Assignment,2024-04-15 02:00:00
Kimberly Velasquez,SCIEN189,Test,2024-03-26 03:00:00
Kimberly Taylor,LABST812,Quiz,2024-02-26 22:00:00
Garrett Bradford,LABST812,Assignment,2024-01-26 08:00:00
Jerry Carlson MD,LABST812,Quiz,2024-02-26 16:00:00
Jose Maynard,EXMBM951,Test,2024-03-03 15:00:00
Cindy Chavez,EXMBM951,Assignment,2024-04-24 03:00:00
Olivia Vasquez,MGSYS537,Assignment,2024-01-06 10:00:00
Caitlin Cline,MGSYS537,Quiz,2024-05-22 14:00:00
Michael Miller,MGSYS537,Test,2024-05-07 11:00:00
James Barajas,TOEDR820,Test,2024-03-06 15:00:00
Kayla Anderson,TOEDR820,Assignment,2024-02-15 06:00:00
Stephen Mata,APPLN611,Quiz,2024-03-20 15:00:00
Connie Meyers,APPLN611,Quiz,2024-01-02 20:00:00
Mary Jensen,APPLN611,Assignment,2024-03-04 01:00:00
Danielle Allen,APHYS243,Quiz,2024-05-25 11:00:00
Charles Johnson,ECONS611,Test,2024-01-25 01:00:00
Henry Galloway DVM,ECONS611,Quiz,2024-01-16 07:00:00
Joseph White,ECONS611,Quiz,2024-01-11 19:00:00
Wendy Pope,TEPRO254,Test,2024-04-09 14:00:00
David Harrell,TEPRO254,Assignment,2024-05-07 23:00:00
Bobby Buck,TEPRO254,Assignment,2024-01-04 20:00:00
Carrie Russell,INTLC690,Test,2024-05-19 01:00:00
Kelly Sherman,EDSOC806,Assignment,2024-03-12 16:00:00
Jeanette Garner,BIOMO537,Assignment,2024-01-01 08:00:00
Tammie Dalton,MGSUS707,Assignment,2024-01-29 13:00:00
Dale Klein,MGSUS707,Test,2024-02-19 08:00:00
Adrian Jarvis,MGSUS707,Test,2024-03-29 16:00:00
Gregory Ruiz,PUBRL397,Quiz,2024-03-16 01:00:00
Diana Patterson,PUBRL397,Quiz,2024-02-08 09:00:00
Susan Martinez,PUBRL397,Test,2024-05-28 02:00:00
Andrew Long,ENGLI262,Test,2024-05-25 04:00:00
Patricia Peters,TOEDR189,Assignment,2024-04-19 15:00:00
Michelle Williams,PSYCH466,Assignment,2024-05-16 04:00:00
Christian Holloway,EVSOC282,Assignment,2024-03-01 07:00:00
Laura Byrd,EVSOC282,Assignment,2024-03-22 16:00:00
Christina Jacobson,EVSOC282,Assignment,2024-01-21 00:00:00
William Hamilton,LABST690,Quiz,2024-05-23 23:00:00
Mary Sanders,ENGEV271,Test,2024-04-08 16:00:00
Justin Smith,ENGEV271,Assignment,2024-04-26 04:00:00
John Harrison,ENGEV271,Test,2024-01-25 21:00:00
Taylor Rivera,DATAA682,Assignment,2024-04-14 20:00:00
Christopher Stevens,DATAA682,Quiz,2024-03-12 06:00:00
Richard Deleon,PSYCH282,Test,2024-03-24 14:00:00
Brooke Clements,NURSE806,Test,2024-03-03 18:00:00
Kathleen Smith,BUSAN690,Assignment,2024-05-21 21:00:00
Amber Hill MD,PRMGT966,Test,2024-02-24 20:00:00
Krystal Mercer,ARTSW208,Quiz,2024-01-23 22:00:00
Erika Contreras,ARTSW208,Test,2024-04-03 04:00:00
Morgan Reyes,ARTSW208,Quiz,2024-02-25 11:00:00
Eddie Yu,POLSC282,Quiz,2024-03-07 00:00:00
Andrew Taylor,DLRNG925,Test,2024-04-22 07:00:00
Emily Graham,EARTH614,Assignment,2024-01-29 05:00:00
Cody Barker,SCIEN208,Test,2024-03-07 20:00:00
Jacqueline Austin,SCIEN208,Assignment,2024-01-25 19:00:00
Gail Dean,SCIEN208,Test,2024-03-25 12:00:00
Christine Nguyen,ACCTN925,Assignment,2024-01-21 15:00:00
Erik Kelly,ACCTN925,Assignment,2024-02-15 15:00:00
Eric Ramirez,ACCTN925,Assignment,2024-02-16 01:00:00
Julie Bailey,POLCY690,Quiz,2024-02-04 15:00:00
Sandra Clark,POLCY690,Test,2024-04-13 12:00:00
Danielle Garcia,POLCY690,Test,2024-01-20 02:00:00
Andrew Ayala,DIGIB806,Assignment,2024-03-15 08:00:00
Nicole Rodriguez,WRITE925,Test,2024-01-20 14:00:00
Aaron Hunt,TECED903,Assignment,2024-01-04 10:00:00
Jennifer Moody,TECED903,Quiz,2024-02-24 18:00:00
Stephanie Gonzalez,ENSLA951,Quiz,2024-01-12 18:00:00
Brian Le,ENSLA951,Quiz,2024-01-29 23:00:00
David Stewart,EXMBM611,Test,2024-02-29 15:00:00
Micheal Jones,EXMBM611,Test,2024-03-14 01:00:00
Deborah Shaw,CAAEN611,Assignment,2024-04-06 22:00:00
Matthew Miller,CAAEN611,Assignment,2024-05-26 22:00:00
Michelle Ingram,DATAA925,Assignment,2024-03-27 08:00:00
Rebecca Compton,MGSUS614,Test,2024-02-25 22:00:00
Christina Austin,MGSUS614,Assignment,2024-03-08 23:00:00
Robert Hinton,MGSUS614,Quiz,2024-03-11 23:00:00
David Thompson,INMGT903,Quiz,2024-03-18 14:00:00
Patricia Newton,INMGT903,Test,2024-01-12 21:00:00
Kyle Hunter,INMGT903,Assignment,2024-02-22 19:00:00
Erin Wright,ENGLI812,Test,2024-01-19 19:00:00
Terri Ross,ENGLI812,Assignment,2024-03-23 07:00:00
Alexis Ortiz,PACIS820,Quiz,2024-01-06 15:00:00
Anne Beasley,HISTY179,Quiz,2024-04-16 12:00:00
Jasmin Chapman,HISTY179,Assignment,2024-03-24 06:00:00
Kelly Alvarado,HISTY179,Assignment,2024-01-22 12:00:00
Rebekah Alexander,GEOGY282,Test,2024-02-28 17:00:00
Daniel Reed,GEOGY282,Quiz,2024-02-03 04:00:00
Jamie Webster,GEOGY282,Assignment,2024-05-05 18:00:00
Clifford Hurst,COUNS690,Quiz,2024-04-17 17:00:00
David Phillips,COUNS690,Test,2024-04-06 03:00:00
Nicholas Carter,COUNS690,Quiz,2024-01-31 09:00:00
Kimberly Horne,AQCUL680,Assignment,2024-04-24 20:00:00
Tanner Brown,AQCUL680,Assignment,2024-03-30 16:00:00
Christine Harrell,LLTED262,Test,2024-01-25 09:00:00
Rachel Hayes,LLTED262,Assignment,2024-04-02 01:00:00
Ana Gray,ENGLI282,Quiz,2024-03-17 23:00:00
Ashley Carroll,ENGLI282,Quiz,2024-04-25 05:00:00
Robert Graham,ENGLI282,Test,2024-04-30 23:00:00
Lisa Mckenzie,WRITE378,Assignment,2024-05-17 03:00:00
Julie Sanchez,WRITE378,Test,2024-02-29 17:00:00
Jerry Alvarado,SOCPY867,Assignment,2024-05-24 11:00:00
Juan Roach,SOCPY867,Test,2024-05-18 05:00:00
Melanie James,SOCPY867,Quiz,2024-01-15 07:00:00
Jaime Thomas,BIOEB611,Assignment,2024-02-14 18:00:00
Joseph Floyd,BIOEB611,Quiz,2024-01-04 07:00:00
Laura Silva,BIOEB611,Assignment,2024-05-21 18:00:00
Sara Green,LEGAL820,Assignment,2024-01-12 08:00:00
Dana Harris,APHYS614,Quiz,2024-02-10 01:00:00
Dr. Heidi Cardenas,APHYS614,Assignment,2024-03-01 09:00:00
Maurice Boone,APHYS614,Test,2024-02-04 19:00:00
Thomas Payne,SCIED179,Assignment,2024-01-20 14:00:00
Angela Gray,HTHPR537,Quiz,2024-02-07 11:00:00
Shane Murphy,HTHPR537,Test,2024-04-02 05:00:00
Sean Scott,HTHPR537,Quiz,2024-05-23 12:00:00
Stacey Berry,AGBUS951,Test,2024-02-28 15:00:00
Devin Malone,AGBUS951,Quiz,2024-02-23 00:00:00
David Andrews,ENGLI951,Assignment,2024-04-13 14:00:00
Benjamin Bates,ENGLI951,Test,2024-05-13 02:00:00
Richard Gomez,ENGLI951,Assignment,2024-02-24 07:00:00
Robert Goodwin,KOREA397,Test,2024-02-06 02:00:00
Sandra Edwards,EDSOC669,Quiz,2024-02-15 14:00:00
John Wise,EDSOC669,Test,2024-03-21 09:00:00
Jennifer Espinoza,EDSOC669,Test,2024-04-21 16:00:00
Russell Rosario,HLTSC262,Test,2024-02-04 01:00:00
Jeremy Alvarez,HLTSC262,Quiz,2024-02-19 14:00:00
Joseph Brooks,HTHAL680,Test,2024-04-27 06:00:00
Stephanie Sanchez,HTHAL680,Assignment,2024-01-04 09:00:00
Glenn Grant,CRSCI867,Test,2024-02-16 14:00:00
Amanda Carey DDS,CRSCI867,Assignment,2024-04-19 00:00:00
Christine Smith,HMDEV378,Quiz,2024-01-03 00:00:00
Thomas Black,HMDEV378,Assignment,2024-03-02 02:00:00
Scott Sanchez,INMGT254,Assignment,2024-02-04 23:00:00
Theresa Chung,INMGT254,Assignment,2024-02-23 15:00:00
Michelle Taylor,INMGT254,Assignment,2024-03-07 14:00:00
Rachael Navarro,POLCY611,Assignment,2024-03-23 18:00:00
Melissa Burke,POLCY611,Test,2024-03-11 22:00:00
Joseph Ellis,POLSC669,Quiz,2024-03-24 20:00:00
Matthew Rice,MUSIC966,Test,2024-04-26 16:00:00
Michele Hammond,POPST867,Assignment,2024-03-17 18:00:00
Shelly Little,INDIP179,Quiz,2024-04-28 12:00:00
Steven Johnston,INDIP179,Assignment,2024-03-24 04:00:00
Gloria Freeman,INDIP179,Assignment,2024-03-13 05:00:00
Hannah Lee,HLTSC707,Assignment,2024-04-14 22:00:00
Michelle Mack,HLTSC707,Assignment,2024-02-19 14:00:00
Tyler Walker,HLTSC614,Assignment,2024-05-02 15:00:00
Paul Harmon,LABST282,Quiz,2024-02-28 14:00:00
Barbara Ward,INDIP282,Test,2024-03-03 08:00:00
John Evans,INDIP282,Test,2024-05-09 01:00:00
David Newman,INDIP282,Assignment,2024-05-15 19:00:00
Jessica Rich,SOCIO806,Quiz,2024-05-19 02:00:00
Marissa Mays,ENGCV611,Quiz,2024-01-25 17:00:00
Jonathan Cook,ENGCV611,Quiz,2024-01-24 10:00:00
Kathy Kennedy,ENGCV611,Quiz,2024-05-06 01:00:00
Samantha Jenkins,SCIED537,Quiz,2024-03-29 00:00:00
Joe Conner,FOUND254,Assignment,2024-03-21 19:00:00
Julie Mckay,FOUND254,Assignment,2024-05-07 05:00:00
Ronald Taylor,CMYHE806,Quiz,2024-02-27 19:00:00
David Vega,CMYHE806,Quiz,2024-02-28 10:00:00
Pamela Hodges,CMYHE806,Assignment,2024-02-05 18:00:00
Christine Maldonado,TECED611,Quiz,2024-01-27 21:00:00
Eric Mason,TECED611,Quiz,2024-01-24 23:00:00
Mary Morales,TECED611,Test,2024-05-09 10:00:00
James Stephens,DIGIB378,Assignment,2024-02-01 14:00:00
Kylie Gray,DIGIB378,Quiz,2024-05-08 21:00:00
Danielle Roberts,DIGIB378,Assignment,2024-03-09 11:00:00
Miss Kristen Coleman DVM,THSTS951,Assignment,2024-02-14 19:00:00
Taylor Yoder,THSTS951,Test,2024-01-26 13:00:00
Julie Robinson,THSTS951,Assignment,2024-02-24 23:00:00
Brad Adams,FOUND680,Test,2024-03-16 07:00:00
Leslie Dodson,FOUND680,Assignment,2024-05-04 03:00:00
Jessica Peterson,CAENL951,Quiz,2024-02-18 16:00:00
Jasmine Ochoa,STATS517,Quiz,2024-02-22 12:00:00
Terry Wagner,ENGEV179,Assignment,2024-03-13 16:00:00
Jamie Smith,ENGEV179,Test,2024-05-15 03:00:00
Richard Brown,MARIN517,Quiz,2024-04-28 07:00:00
Mr. Victor Kline,MARIN517,Test,2024-04-28 21:00:00
Seth Phillips,FPSYC517,Test,2024-03-01 00:00:00
Casey Barr,AIMLX707,Quiz,2024-03-20 14:00:00
Eric Padilla,TEEDU812,Assignment,2024-01-23 12:00:00
Alison Reid,STATS611,Test,2024-05-15 15:00:00
Jennifer Becker,STATS611,Quiz,2024-02-16 09:00:00
Mr. Ryan Farley MD,STATS611,Test,2024-05-24 20:00:00
Steve Robinson,DSIGN378,Test,2024-01-03 12:00:00
Brian Frank,DSIGN378,Test,2024-02-06 08:00:00
Justin Faulkner,AGBUS243,Quiz,2024-03-20 17:00:00
Cassandra Howe,DSIGN752,Assignment,2024-05-23 20:00:00
Alexandra Rodriguez,LINGS537,Assignment,2024-03-10 02:00:00
Ashley Mejia,ENGMP179,Quiz,2024-02-29 20:00:00
Taylor Mercer,ENGMP179,Assignment,2024-05-15 06:00:00
Christine Reyes,EXCOR189,Assignment,2024-02-29 20:00:00
Virginia Waters,EXCOR189,Test,2024-05-01 02:00:00
Rebecca Jones,EXCOR189,Quiz,2024-02-01 05:00:00
Sharon Miller,HTHPR517,Test,2024-05-11 17:00:00
Anita Copeland,MAORI254,Quiz,2024-03-03 07:00:00
Preston Griffith,MAORI254,Test,2024-05-02 12:00:00
Andre Mccarthy,MARIN682,Assignment,2024-04-29 01:00:00
Tammie Carpenter,MARIN682,Test,2024-02-11 17:00:00
Elizabeth Kennedy,POLSC820,Test,2024-03-03 17:00:00
Jodi Villa,POLSC820,Assignment,2024-05-28 19:00:00
Kayla Neal,GLOBE925,Assignment,2024-01-09 09:00:00
Heather Schneider,GLOBE925,Assignment,2024-05-03 00:00:00
Rachel Larsen,GLOBE925,Assignment,2024-01-21 02:00:00
Todd Davis,CLIMT611,Test,2024-05-19 00:00:00
Donna Davenport,CLIMT611,Test,2024-01-20 07:00:00
Sarah Flores,CLIMT611,Assignment,2024-05-01 14:00:00
Kenneth Norton,IRSST466,Quiz,2024-02-12 08:00:00
Cheryl Lopez,IRSST466,Assignment,2024-04-02 03:00:00
James Lewis,IRSST466,Quiz,2024-02-07 13:00:00
Robert Garner,COMMS867,Test,2024-03-19 18:00:00
Thomas Odonnell,SOCWK517,Test,2024-03-05 18:00:00
Erica Ortega,ENGCB614,Quiz,2024-04-21 13:00:00
Brian Meza,KOREA925,Test,2024-03-31 04:00:00
Tyrone Schroeder,KOREA925,Quiz,2024-05-03 17:00:00
Blake Stevenson,DANCE262,Assignment,2024-03-27 12:00:00
Madeline Levy,DANCE262,Assignment,2024-02-20 03:00:00
Norman Murphy,DANCE262,Test,2024-02-26 06:00:00
Amanda Watson,DATAA867,Assignment,2024-02-09 21:00:00
Jessica Hunter,DATAA867,Test,2024-02-02 03:00:00
Shelly Garrett,DATAA867,Assignment,2024-05-21 22:00:00
Linda Patterson,SCIED611,Assignment,2024-05-28 21:00:00
Steven Watson,SCIED611,Test,2024-01-08 16:00:00
James Oliver,SCIED611,Assignment,2024-01-27 12:00:00
Debra Oconnell,POPST466,Test,2024-02-27 16:00:00
Amanda Smith,POPST466,Quiz,2024-02-22 17:00:00
April Smith,POPST466,Assignment,2024-03-27 02:00:00
Jon White,AIMLX752,Assignment,2024-04-06 22:00:00
Hannah Perez,AIMLX752,Assignment,2024-03-20 20:00:00
Frank Kennedy,AIMLX752,Assignment,2024-04-03 06:00:00
Stephen Barber,HLTSC903,Assignment,2024-05-06 18:00:00
Denise Ibarra,HLTSC903,Test,2024-03-26 00:00:00
Amanda Avery,SCTED271,Test,2024-04-22 02:00:00
Shannon Nelson,SCTED271,Quiz,2024-04-26 13:00:00
Cynthia Miller,MGSUS669,Quiz,2024-05-14 09:00:00
Jordan Pearson,MGSUS669,Test,2024-01-06 19:00:00
Alan Bennett,MATHS208,Assignment,2024-04-19 22:00:00
Ronald Bennett,MATHS208,Test,2024-03-06 14:00:00
Kenneth Mckay,MATHS208,Test,2024-05-12 04:00:00
Kenneth Spencer,DLRNG951,Assignment,2024-02-12 14:00:00
Randall Nunez,HPSCI208,Quiz,2024-03-26 02:00:00
Christopher Hawkins,BIOMO517,Assignment,2024-05-14 06:00:00
Alexis Williams,BIOMO517,Quiz,2024-04-22 02:00:00
Stephen Yoder,BIOMO517,Quiz,2024-05-09 11:00:00
Jillian Matthews,FINAN611,Quiz,2024-05-18 13:00:00
Brandi Shaffer,FINAN611,Test,2024-01-01 10:00:00
Karen Johnson,ENGEE812,Test,2024-04-20 22:00:00
Rachel Hancock,ENGEE812,Quiz,2024-01-29 16:00:00
Shelby Perkins,MTHED966,Assignment,2024-05-17 13:00:00
Lori Michael,ENVED208,Assignment,2024-04-29 12:00:00
Christopher Fuller,ENVPL517,Assignment,2024-01-16 22:00:00
Michael Monroe,ENVPL517,Assignment,2024-01-01 06:00:00
Daniel Cortez,ENVPL517,Test,2024-01-02 21:00:00
Christine Vega,SOCPY537,Quiz,2024-01-19 12:00:00
Jenna Collins,TEPRO903,Test,2024-03-12 00:00:00
Eric Hall,TEPRO903,Assignment,2024-04-08 20:00:00
Alejandro Watkins,SOCIO198,Assignment,2024-02-04 09:00:00
Lisa Rhodes,THMGT271,Assignment,2024-05-14 21:00:00
Daniel Baxter,CRIMN903,Assignment,2024-04-09 16:00:00
Patricia Vargas,CRIMN903,Assignment,2024-04-27 18:00:00
Scott Walker,CHEMY614,Quiz,2024-01-26 16:00:00
Miss Dawn Vasquez,CHEMY614,Quiz,2024-03-04 13:00:00
Brandon Patel,CHEMY614,Assignment,2024-02-09 11:00:00
Melissa Lee,DATAA262,Test,2024-04-21 05:00:00
Thomas Todd,MAOED690,Test,2024-04-02 23:00:00
Pamela Andersen,LEGAL537,Assignment,2024-02-26 21:00:00
James Richardson,LEGAL537,Assignment,2024-03-12 01:00:00
Connie Combs,LEGAL537,Test,2024-03-01 04:00:00
Jeff Harris,ACCTN254,Assignment,2024-05-24 21:00:00
Tracy Stevens,ACCTN254,Test,2024-03-20 02:00:00
Derrick Wilson,ACCTN254,Assignment,2024-01-14 22:00:00
Tammy Graham,ENGLI820,Quiz,2024-05-02 23:00:00
Justin Woodard,ENGLI820,Quiz,2024-04-14 20:00:00
Janet Allen,ENGLI820,Quiz,2024-01-12 01:00:00
Jason Fischer,HSHUP378,Test,2024-05-17 03:00:00
Frank Guzman,POPST812,Assignment,2024-03-24 06:00:00
Stephanie Lawrence,POPST812,Quiz,2024-04-11 17:00:00
Evan Adams,SOCIO752,Assignment,2024-05-09 00:00:00
Erin Marshall,SOCIO752,Test,2024-03-18 11:00:00
Colleen Allen,SCMGT752,Assignment,2024-01-12 17:00:00
Shari Cervantes,SCMGT752,Test,2024-03-21 19:00:00
Hannah Ward,DANCE614,Quiz,2024-04-01 13:00:00
Austin Adams,SCMGT208,Test,2024-03-13 19:00:00
Candice Jones,INDIP378,Test,2024-02-05 18:00:00
Angela Dixon,INDIP378,Test,2024-03-06 23:00:00
Norma Burnett,BIOMO682,Test,2024-03-01 18:00:00
Jimmy Henderson,BIOMO682,Quiz,2024-01-29 12:00:00
Elizabeth Bates,BIOMO682,Assignment,2024-01-17 04:00:00
Crystal Simpson,MRKTG669,Test,2024-01-30 03:00:00
Jerome Bates,MRKTG669,Test,2024-03-15 16:00:00
Cynthia Bright,COMPX243,Quiz,2024-03-28 19:00:00
Joseph Knight,ARTSC243,Quiz,2024-05-20 13:00:00
Joshua Hill,MNMGT669,Quiz,2024-05-15 23:00:00
Ashley Ray,TEPRO208,Quiz,2024-03-21 14:00:00
Jeffrey Phillips,TEPRO208,Quiz,2024-03-31 16:00:00
Caitlin Trujillo,TEPRO208,Test,2024-03-25 07:00:00
Jennifer James,MEDIA925,Assignment,2024-04-27 17:00:00
Calvin Zhang,MEDIA925,Quiz,2024-01-15 16:00:00
Jillian Hernandez,MEDIA925,Quiz,2024-03-16 11:00:00
Stacy Warren,WGSTS707,Test,2024-03-03 17:00:00
Rebecca Walker,SCIED682,Assignment,2024-01-27 10:00:00
Barbara Velasquez,LINGS466,Assignment,2024-01-06 19:00:00
Brad Andrade,LINGS466,Test,2024-04-03 22:00:00
Michael Martin,EDART680,Assignment,2024-04-28 10:00:00
Travis Mueller,TWEDR537,Assignment,2024-01-29 07:00:00
Dr. Tanya Cochran,THEDR614,Test,2024-05-11 04:00:00
Troy Mckee,THEDR614,Quiz,2024-05-12 06:00:00
Shawn Jones,EXCOR966,Test,2024-02-14 13:00:00
Daniel Greene,EXCOR966,Quiz,2024-02-23 18:00:00
Mercedes Robinson,APPLN903,Assignment,2024-05-17 12:00:00
Richard Gonzales MD,APPLN903,Test,2024-01-21 07:00:00
James Robinson,LEADR611,Assignment,2024-03-11 13:00:00
Kimberly Williams,LEADR611,Quiz,2024-02-27 05:00:00
Joshua Romero,SCIED951,Test,2024-03-27 13:00:00
Deborah Prince,SCIED951,Assignment,2024-03-21 18:00:00
Tiffany Jones,BIOEB537,Test,2024-03-21 19:00:00
Scott Sweeney,BIOEB537,Assignment,2024-04-25 23:00:00
Bobby Aguirre,BIOEB537,Quiz,2024-02-13 18:00:00
Tyler Clark,ANTHY198,Test,2024-01-20 17:00:00
Jeanette Giles,EXCOR254,Assignment,2024-03-28 19:00:00
Paul Davis,EXCOR254,Assignment,2024-03-16 20:00:00
Samantha Joseph,DSIGN271,Test,2024-04-04 09:00:00
Alex Navarro,DSIGN271,Assignment,2024-05-25 21:00:00
Joseph Jones,TECED812,Test,2024-03-06 21:00:00
Jeffrey Lewis,ENGME517,Test,2024-01-05 00:00:00
Charles Stevens,MUSIC271,Quiz,2024-01-28 07:00:00
Lacey Holt,MUSIC271,Quiz,2024-01-23 00:00:00
Steven Nash,CHEMY707,Quiz,2024-03-13 20:00:00
Benjamin Hill,CHEMY707,Quiz,2024-04-12 15:00:00
Grant Wilson,SCIED925,Assignment,2024-03-18 03:00:00
Mariah Walsh,TEACH537,Assignment,2024-04-29 11:00:00
Suzanne Johnson,TEACH537,Test,2024-03-24 21:00:00
Melissa Harris,TEACH537,Test,2024-03-14 11:00:00
Erica Brown,SPNSH537,Test,2024-02-29 20:00:00
Jordan Guerrero,SPNSH537,Assignment,2024-04-14 12:00:00
Christopher Hicks,SPNSH537,Quiz,2024-03-08 07:00:00
Brian Singh,DINST254,Test,2024-05-18 22:00:00
James Davies,MAOED282,Quiz,2024-01-18 07:00:00
Matthew Hammond,INTLC179,Quiz,2024-01-05 12:00:00
Tiffany Anderson,INTLC179,Assignment,2024-01-01 14:00:00
